team,pos,id,tour,prizeusd,start,startelo,end,endelo
alliance,4,misery,StarLadder StarSeries Season 10,273980,15/08/2014,1136.0848821788431,26/10/2014,1157.767871407215
alliance,5,akke,StarLadder StarSeries Season 10,273980,15/08/2014,1136.0848821788431,26/10/2014,1157.767871407215
teamtinker,1,singsing,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
teamtinker,2,pajkatt,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
teamtinker,3,qojqva,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
teamtinker,4,egm,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
teamtinker,5,bulba,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
execration安博电竞,1,bimbo,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
execration安博电竞,2,ewe,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
execration安博电竞,3,foxx,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
execration安博电竞,4,kim0,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
execration安博电竞,5,rr,StarLadder StarSeries Season 10,273980,15/08/2014,,26/10/2014,
evilgeniuses,1,fear,StarLadder StarSeries Season 10,273980,15/08/2014,1292.5026626525187,26/10/2014,1415.1736271915463
evilgeniuses,2,arteezy,StarLadder StarSeries Season 10,273980,15/08/2014,1292.5026626525187,26/10/2014,1415.1736271915463
evilgeniuses,3,universe,StarLadder StarSeries Season 10,273980,15/08/2014,1292.5026626525187,26/10/2014,1415.1736271915463
evilgeniuses,4,zai,StarLadder StarSeries Season 10,273980,15/08/2014,1292.5026626525187,26/10/2014,1415.1736271915463
evilgeniuses,5,ppd,StarLadder StarSeries Season 10,273980,15/08/2014,1292.5026626525187,26/10/2014,1415.1736271915463
cloud9,1,eternalenvy,StarLadder StarSeries Season 10,273980,15/08/2014,1182.3355685134552,26/10/2014,1232.7315336962672
cloud9,2,fata,StarLadder StarSeries Season 10,273980,15/08/2014,1182.3355685134552,26/10/2014,1232.7315336962672
cloud9,3,mag,StarLadder StarSeries Season 10,273980,15/08/2014,1182.3355685134552,26/10/2014,1232.7315336962672
cloud9,4,aui_2000,StarLadder StarSeries Season 10,273980,15/08/2014,1182.3355685134552,26/10/2014,1232.7315336962672
cloud9,5,pieliedie,StarLadder StarSeries Season 10,273980,15/08/2014,1182.3355685134552,26/10/2014,1232.7315336962672
virtuspro,1,bzzisperfect,StarLadder StarSeries Season 10,273980,15/08/2014,1107.3018765336037,26/10/2014,1142.5915963631144
virtuspro,2,g,StarLadder StarSeries Season 10,273980,15/08/2014,1107.3018765336037,26/10/2014,1142.5915963631144
virtuspro,3,sedoy,StarLadder StarSeries Season 10,273980,15/08/2014,1107.3018765336037,26/10/2014,1142.5915963631144
virtuspro,4,yol,StarLadder StarSeries Season 10,273980,15/08/2014,1107.3018765336037,26/10/2014,1142.5915963631144
virtuspro,5,jotm,StarLadder StarSeries Season 10,273980,15/08/2014,1107.3018765336037,26/10/2014,1142.5915963631144
natusvincere,1,dendi,Megafon Battle Arena,15000,25/08/2014,1104.3553327708464,26/08/2014,1176.1060652165966
natusvincere,2,funn1k,Megafon Battle Arena,15000,25/08/2014,1104.3553327708464,26/08/2014,1176.1060652165966
natusvincere,3,xboct,Megafon Battle Arena,15000,25/08/2014,1104.3553327708464,26/08/2014,1176.1060652165966
natusvincere,4,fng,Megafon Battle Arena,15000,25/08/2014,1104.3553327708464,26/08/2014,1176.1060652165966
natusvincere,5,vanskor,Megafon Battle Arena,15000,25/08/2014,1104.3553327708464,26/08/2014,1176.1060652165966
teamtinker,1,bulba,Megafon Battle Arena,15000,25/08/2014,,26/08/2014,
teamtinker,2,egm,Megafon Battle Arena,15000,25/08/2014,,26/08/2014,
teamtinker,3,pajkatt,Megafon Battle Arena,15000,25/08/2014,,26/08/2014,
teamtinker,4,qojqva,Megafon Battle Arena,15000,25/08/2014,,26/08/2014,
teamtinker,5,singsing,Megafon Battle Arena,15000,25/08/2014,,26/08/2014,
teamempire,1,alwayswannafly,Megafon Battle Arena,15000,25/08/2014,1248.4774898168312,26/08/2014,1246.773644172373
teamempire,2,mag,Megafon Battle Arena,15000,25/08/2014,1248.4774898168312,26/08/2014,1246.773644172373
teamempire,3,scandalstandin,Megafon Battle Arena,15000,25/08/2014,1248.4774898168312,26/08/2014,1246.773644172373
teamempire,4,silent,Megafon Battle Arena,15000,25/08/2014,1248.4774898168312,26/08/2014,1246.773644172373
teamempire,5,resolut1on,Megafon Battle Arena,15000,25/08/2014,1248.4774898168312,26/08/2014,1246.773644172373
virtuspro,1,bzzisperfect,Megafon Battle Arena,15000,25/08/2014,1254.4098169739823,26/08/2014,1252.665292514732
virtuspro,2,g,Megafon Battle Arena,15000,25/08/2014,1254.4098169739823,26/08/2014,1252.665292514732
virtuspro,3,jotm,Megafon Battle Arena,15000,25/08/2014,1254.4098169739823,26/08/2014,1252.665292514732
virtuspro,4,sedoy,Megafon Battle Arena,15000,25/08/2014,1254.4098169739823,26/08/2014,1252.665292514732
virtuspro,5,yol,Megafon Battle Arena,15000,25/08/2014,1254.4098169739823,26/08/2014,1252.665292514732
teamempire,1,silent,Excellent Moscow Cup Season 2,75575,26/08/2014,1246.773644172373,29/10/2014,1216.918380702116
teamempire,2,resolut1on,Excellent Moscow Cup Season 2,75575,26/08/2014,1246.773644172373,29/10/2014,1216.918380702116
teamempire,3,yoky,Excellent Moscow Cup Season 2,75575,26/08/2014,1246.773644172373,29/10/2014,1216.918380702116
teamempire,4,solo,Excellent Moscow Cup Season 2,75575,26/08/2014,1246.773644172373,29/10/2014,1216.918380702116
teamempire,5,alwayswannafly,Excellent Moscow Cup Season 2,75575,26/08/2014,1246.773644172373,29/10/2014,1216.918380702116
virtuspropolar,1,illidan,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
virtuspropolar,2,scandal,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
virtuspropolar,3,dkphobos,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
virtuspropolar,5,lil,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
virtuspropolar,4,goblak,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
natusvincere,1,xboct,Excellent Moscow Cup Season 2,75575,26/08/2014,1176.1060652165966,29/10/2014,1107.2164376847818
natusvincere,2,dendi,Excellent Moscow Cup Season 2,75575,26/08/2014,1176.1060652165966,29/10/2014,1107.2164376847818
natusvincere,3,funn1k,Excellent Moscow Cup Season 2,75575,26/08/2014,1176.1060652165966,29/10/2014,1107.2164376847818
natusvincere,5,vanskor,Excellent Moscow Cup Season 2,75575,26/08/2014,1176.1060652165966,29/10/2014,1107.2164376847818
natusvincere,4,fng,Excellent Moscow Cup Season 2,75575,26/08/2014,1176.1060652165966,29/10/2014,1107.2164376847818
hellraisers,1,artstyle,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
hellraisers,2,yoky,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
hellraisers,3,dread,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
hellraisers,4,dubas,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
hellraisers,5,immune,Excellent Moscow Cup Season 2,75575,26/08/2014,,29/10/2014,
teamempire,1,silent,Dota 2 Champions League Season 4,76235,01/09/2014,1282.4810763336875,02/11/2014,1099.4535587122662
teamempire,2,resolut1on,Dota 2 Champions League Season 4,76235,01/09/2014,1282.4810763336875,02/11/2014,1099.4535587122662
teamempire,3,mag,Dota 2 Champions League Season 4,76235,01/09/2014,1282.4810763336875,02/11/2014,1099.4535587122662
teamempire,4,solo,Dota 2 Champions League Season 4,76235,01/09/2014,1282.4810763336875,02/11/2014,1099.4535587122662
teamempire,5,alwayswannafly,Dota 2 Champions League Season 4,76235,01/09/2014,1282.4810763336875,02/11/2014,1099.4535587122662
teamtinker,1,pajkatt,Dota 2 Champions League Season 4,76235,01/09/2014,,02/11/2014,
teamtinker,2,qojqva,Dota 2 Champions League Season 4,76235,01/09/2014,,02/11/2014,
teamtinker,3,singsing,Dota 2 Champions League Season 4,76235,01/09/2014,,02/11/2014,
teamtinker,4,egm,Dota 2 Champions League Season 4,76235,01/09/2014,,02/11/2014,
teamtinker,5,bulba,Dota 2 Champions League Season 4,76235,01/09/2014,,02/11/2014,
sneakynyxassassins,1,ush,Dota 2 Champions League Season 4,76235,01/09/2014,1095.114838223526,02/11/2014,1048.7061388290138
sneakynyxassassins,2,tc,Dota 2 Champions League Season 4,76235,01/09/2014,1095.114838223526,02/11/2014,1048.7061388290138
sneakynyxassassins,3,ixmike88,Dota 2 Champions League Season 4,76235,01/09/2014,1095.114838223526,02/11/2014,1048.7061388290138
sneakynyxassassins,4,fluffnstuff,Dota 2 Champions League Season 4,76235,01/09/2014,1095.114838223526,02/11/2014,1048.7061388290138
sneakynyxassassins,5,whitebeard,Dota 2 Champions League Season 4,76235,01/09/2014,1095.114838223526,02/11/2014,1048.7061388290138
newbee,1,hao,World E-sport Championships 2014,166942.4,05/09/2014,1308.0135907759477,07/09/2014,1222.1275820771116
newbee,2,mu,World E-sport Championships 2014,166942.4,05/09/2014,1308.0135907759477,07/09/2014,1222.1275820771116
newbee,3,rabbit,World E-sport Championships 2014,166942.4,05/09/2014,1308.0135907759477,07/09/2014,1222.1275820771116
newbee,4,banana,World E-sport Championships 2014,166942.4,05/09/2014,1308.0135907759477,07/09/2014,1222.1275820771116
newbee,5,sansheng,World E-sport Championships 2014,166942.4,05/09/2014,1308.0135907759477,07/09/2014,1222.1275820771116
cloud9,1,eternalenvy,World E-sport Championships 2014,166942.4,05/09/2014,1287.7938624211345,07/09/2014,1315.7412691466916
cloud9,2,fata,World E-sport Championships 2014,166942.4,05/09/2014,1287.7938624211345,07/09/2014,1315.7412691466916
cloud9,3,bone7,World E-sport Championships 2014,166942.4,05/09/2014,1287.7938624211345,07/09/2014,1315.7412691466916
cloud9,4,aui_2000,World E-sport Championships 2014,166942.4,05/09/2014,1287.7938624211345,07/09/2014,1315.7412691466916
cloud9,5,pieliedie,World E-sport Championships 2014,166942.4,05/09/2014,1287.7938624211345,07/09/2014,1315.7412691466916
natusvincere,1,xboct,World E-sport Championships 2014,166942.4,05/09/2014,1240.12124425852,07/09/2014,1164.5042362910085
natusvincere,2,dendi,World E-sport Championships 2014,166942.4,05/09/2014,1240.12124425852,07/09/2014,1164.5042362910085
natusvincere,3,funn1k,World E-sport Championships 2014,166942.4,05/09/2014,1240.12124425852,07/09/2014,1164.5042362910085
natusvincere,4,fng,World E-sport Championships 2014,166942.4,05/09/2014,1240.12124425852,07/09/2014,1164.5042362910085
natusvincere,5,vanskor,World E-sport Championships 2014,166942.4,05/09/2014,1240.12124425852,07/09/2014,1164.5042362910085
evilgeniuses,1,fear,World E-sport Championships 2014,166942.4,05/09/2014,1189.0664295933534,07/09/2014,1520.1217795265322
evilgeniuses,2,arteezy,World E-sport Championships 2014,166942.4,05/09/2014,1189.0664295933534,07/09/2014,1520.1217795265322
evilgeniuses,3,universe,World E-sport Championships 2014,166942.4,05/09/2014,1189.0664295933534,07/09/2014,1520.1217795265322
evilgeniuses,4,zai,World E-sport Championships 2014,166942.4,05/09/2014,1189.0664295933534,07/09/2014,1520.1217795265322
evilgeniuses,5,ppd,World E-sport Championships 2014,166942.4,05/09/2014,1189.0664295933534,07/09/2014,1520.1217795265322
lgdgaming,1,yao,World E-sport Championships 2014,166942.4,05/09/2014,1196.8251779462555,07/09/2014,1264.5077937182507
lgdgaming,2,sylar,World E-sport Championships 2014,166942.4,05/09/2014,1196.8251779462555,07/09/2014,1264.5077937182507
lgdgaming,3,injuly,World E-sport Championships 2014,166942.4,05/09/2014,1196.8251779462555,07/09/2014,1264.5077937182507
lgdgaming,4,mmy,World E-sport Championships 2014,166942.4,05/09/2014,1196.8251779462555,07/09/2014,1264.5077937182507
lgdgaming,5,faith,World E-sport Championships 2014,166942.4,05/09/2014,1196.8251779462555,07/09/2014,1264.5077937182507
lgdcdec,1,agressif,World E-sport Championships 2014,166942.4,05/09/2014,,07/09/2014,
lgdcdec,2,maybe,World E-sport Championships 2014,166942.4,05/09/2014,,07/09/2014,
lgdcdec,3,liekkas,World E-sport Championships 2014,166942.4,05/09/2014,,07/09/2014,
lgdcdec,4,garder,World E-sport Championships 2014,166942.4,05/09/2014,,07/09/2014,
lgdcdec,5,q,World E-sport Championships 2014,166942.4,05/09/2014,,07/09/2014,
hypergloryteam,1,zsmj,World E-sport Championships 2014,166942.4,05/09/2014,1085.1986318640322,07/09/2014,1039.237744904218
hypergloryteam,2,kaka,World E-sport Championships 2014,166942.4,05/09/2014,1085.1986318640322,07/09/2014,1039.237744904218
hypergloryteam,3,icy,World E-sport Championships 2014,166942.4,05/09/2014,1085.1986318640322,07/09/2014,1039.237744904218
hypergloryteam,4,prettyhaw,World E-sport Championships 2014,166942.4,05/09/2014,1085.1986318640322,07/09/2014,1039.237744904218
hypergloryteam,5,cyss,World E-sport Championships 2014,166942.4,05/09/2014,1085.1986318640322,07/09/2014,1039.237744904218
vicigaming,1,black,World E-sport Championships 2014,166942.4,05/09/2014,1349.107677243505,07/09/2014,1179.8780141672116
vicigaming,2,super,World E-sport Championships 2014,166942.4,05/09/2014,1349.107677243505,07/09/2014,1179.8780141672116
vicigaming,3,iceiceice,World E-sport Championships 2014,166942.4,05/09/2014,1349.107677243505,07/09/2014,1179.8780141672116
vicigaming,4,fenrir,World E-sport Championships 2014,166942.4,05/09/2014,1349.107677243505,07/09/2014,1179.8780141672116
vicigaming,5,fy,World E-sport Championships 2014,166942.4,05/09/2014,1349.107677243505,07/09/2014,1179.8780141672116
lgdgaming,1,sylar,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1211.0743700601713,21/09/2014,1011.0521902869127
lgdgaming,2,yao,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1211.0743700601713,21/09/2014,1011.0521902869127
lgdgaming,3,injuly,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1211.0743700601713,21/09/2014,1011.0521902869127
lgdgaming,4,faith,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1211.0743700601713,21/09/2014,1011.0521902869127
lgdgaming,5,mmy,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1211.0743700601713,21/09/2014,1011.0521902869127
invictusgaming,1,luo,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1225.9473776294733,21/09/2014,1270.5494608076597
invictusgaming,2,ferrari430,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1225.9473776294733,21/09/2014,1270.5494608076597
invictusgaming,3,june,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1225.9473776294733,21/09/2014,1270.5494608076597
invictusgaming,4,chuan,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1225.9473776294733,21/09/2014,1270.5494608076597
invictusgaming,5,chisbug,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1225.9473776294733,21/09/2014,1270.5494608076597
hypergloryteam,1,kaka,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1088.5197977003932,21/09/2014,1135.1278064720339
hypergloryteam,2,zsmj,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1088.5197977003932,21/09/2014,1135.1278064720339
hypergloryteam,3,icy,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1088.5197977003932,21/09/2014,1135.1278064720339
hypergloryteam,4,prettyhaw,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1088.5197977003932,21/09/2014,1135.1278064720339
hypergloryteam,5,cyss,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1088.5197977003932,21/09/2014,1135.1278064720339
vicigaming,1,black,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1194.1617073316654,21/09/2014,1287.3892755690422
vicigaming,2,super,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1194.1617073316654,21/09/2014,1287.3892755690422
vicigaming,3,iceiceice,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1194.1617073316654,21/09/2014,1287.3892755690422
vicigaming,4,fy,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1194.1617073316654,21/09/2014,1287.3892755690422
vicigaming,5,fenrir,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,1194.1617073316654,21/09/2014,1287.3892755690422
tongfu,1,xiaolv,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
tongfu,2,moogy,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
tongfu,3,red,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
tongfu,4,lpc,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
tongfu,5,kabu,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
laigaming,1,xdd,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
laigaming,2,xz,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
laigaming,3,xtt,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
laigaming,4,super,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
laigaming,5,5400,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lgdcdec,1,agressif,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lgdcdec,2,maybe,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lgdcdec,3,liekkas,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lgdcdec,4,q,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lgdcdec,5,garder,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lvgaming,1,end,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lvgaming,2,inflame,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lvgaming,3,lin,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lvgaming,4,ddc,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
lvgaming,5,demons,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
speedgamingcn,1,一方通行,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
speedgamingcn,2,chaoyue,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
speedgamingcn,3,lwy,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
speedgamingcn,4,piao,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
speedgamingcn,5,melodylovers,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
wdlu5,1,zeroperfect,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
wdlu5,2,oldchicken,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
wdlu5,3,eleven,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
wdlu5,4,han129953464,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
wdlu5,5,gravesfacepalm136984885,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
dreamgamin,1,gintoki,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
dreamgamin,2,meng,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
dreamgamin,3,代号幽灵,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
dreamgamin,4,adong,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
dreamgamin,5,川果,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
thewingsgaming,1,joycechu,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
thewingsgaming,2,cqc,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
thewingsgaming,3,yuki,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
thewingsgaming,4,thatsit,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
thewingsgaming,5,y,Sina Cup Supernova Dota 2 Open Season 5,16281,09/09/2014,,21/09/2014,
teamempire,1,silent,Game Show League Season 1,50000,11/09/2014,1212.920169257792,13/09/2014,1179.2043225666273
teamempire,2,resolut1on,Game Show League Season 1,50000,11/09/2014,1212.920169257792,13/09/2014,1179.2043225666273
teamempire,3,mag,Game Show League Season 1,50000,11/09/2014,1212.920169257792,13/09/2014,1179.2043225666273
teamempire,4,solo,Game Show League Season 1,50000,11/09/2014,1212.920169257792,13/09/2014,1179.2043225666273
teamempire,5,alwayswannafly,Game Show League Season 1,50000,11/09/2014,1212.920169257792,13/09/2014,1179.2043225666273
virtuspro,1,bzzisperfect,Game Show League Season 1,50000,11/09/2014,1167.8013373357965,13/09/2014,1107.9705767210128
virtuspro,2,g,Game Show League Season 1,50000,11/09/2014,1167.8013373357965,13/09/2014,1107.9705767210128
virtuspro,3,sedoy,Game Show League Season 1,50000,11/09/2014,1167.8013373357965,13/09/2014,1107.9705767210128
virtuspro,5,yol,Game Show League Season 1,50000,11/09/2014,1167.8013373357965,13/09/2014,1107.9705767210128
virtuspro,4,jotm,Game Show League Season 1,50000,11/09/2014,1167.8013373357965,13/09/2014,1107.9705767210128
natusvincere,1,xboct,Game Show League Season 1,50000,11/09/2014,1156.6187701365986,13/09/2014,1118.0275752338662
natusvincere,2,dendi,Game Show League Season 1,50000,11/09/2014,1156.6187701365986,13/09/2014,1118.0275752338662
natusvincere,3,funn1k,Game Show League Season 1,50000,11/09/2014,1156.6187701365986,13/09/2014,1118.0275752338662
natusvincere,5,fng,Game Show League Season 1,50000,11/09/2014,1156.6187701365986,13/09/2014,1118.0275752338662
natusvincere,4,vanskor,Game Show League Season 1,50000,11/09/2014,1156.6187701365986,13/09/2014,1118.0275752338662
nvmi,1,illidan,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
nvmi,2,scandal,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
nvmi,3,dkphobos,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
nvmi,5,lil,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
nvmi,4,goblak,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
hellraisers,1,alohadance,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
hellraisers,2,yoky,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
hellraisers,3,dread,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
hellraisers,4,artstyle,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
hellraisers,5,dubas,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
moscowfive,1,blowyourbrain,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
moscowfive,2,tpoh,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
moscowfive,3,vigoss,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
moscowfive,4,kingr,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
moscowfive,5,pgg,Game Show League Season 1,50000,11/09/2014,,13/09/2014,
newbee,1,hao,ECL 2014 Autumn,20930,12/09/2014,1250.5013497834539,30/12/2014,1266.937040104202
newbee,2,mu,ECL 2014 Autumn,20930,12/09/2014,1250.5013497834539,30/12/2014,1266.937040104202
newbee,3,rabbit,ECL 2014 Autumn,20930,12/09/2014,1250.5013497834539,30/12/2014,1266.937040104202
newbee,4,sansheng,ECL 2014 Autumn,20930,12/09/2014,1250.5013497834539,30/12/2014,1266.937040104202
newbee,5,banana,ECL 2014 Autumn,20930,12/09/2014,1250.5013497834539,30/12/2014,1266.937040104202
invictusgaming,1,june,ECL 2014 Autumn,20930,12/09/2014,1188.6438504455427,30/12/2014,1320.7004513489107
invictusgaming,2,ferrari_430,ECL 2014 Autumn,20930,12/09/2014,1188.6438504455427,30/12/2014,1320.7004513489107
invictusgaming,3,luo,ECL 2014 Autumn,20930,12/09/2014,1188.6438504455427,30/12/2014,1320.7004513489107
invictusgaming,4,chuan,ECL 2014 Autumn,20930,12/09/2014,1188.6438504455427,30/12/2014,1320.7004513489107
invictusgaming,5,chisbug,ECL 2014 Autumn,20930,12/09/2014,1188.6438504455427,30/12/2014,1320.7004513489107
lgdgaming,1,yao,ECL 2014 Autumn,20930,12/09/2014,1233.3464634765219,30/12/2014,1222.7062902265588
lgdgaming,2,sylar,ECL 2014 Autumn,20930,12/09/2014,1233.3464634765219,30/12/2014,1222.7062902265588
lgdgaming,3,injuly,ECL 2014 Autumn,20930,12/09/2014,1233.3464634765219,30/12/2014,1222.7062902265588
lgdgaming,4,mmy,ECL 2014 Autumn,20930,12/09/2014,1233.3464634765219,30/12/2014,1222.7062902265588
lgdgaming,5,faith,ECL 2014 Autumn,20930,12/09/2014,1233.3464634765219,30/12/2014,1222.7062902265588
lvgaming,1,end,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
lvgaming,2,inflame,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
lvgaming,3,ddc,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
lvgaming,4,lin,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
lvgaming,5,add,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
cdecgaming,1,agressif,ECL 2014 Autumn,20930,12/09/2014,1028.5898204636753,30/12/2014,1178.488029891837
cdecgaming,2,maybe,ECL 2014 Autumn,20930,12/09/2014,1028.5898204636753,30/12/2014,1178.488029891837
cdecgaming,3,liekkas,ECL 2014 Autumn,20930,12/09/2014,1028.5898204636753,30/12/2014,1178.488029891837
cdecgaming,4,q,ECL 2014 Autumn,20930,12/09/2014,1028.5898204636753,30/12/2014,1178.488029891837
cdecgaming,5,garder,ECL 2014 Autumn,20930,12/09/2014,1028.5898204636753,30/12/2014,1178.488029891837
hypergloryteam,1,zsmj,ECL 2014 Autumn,20930,12/09/2014,1128.0948131399591,30/12/2014,1037.015217190787
hypergloryteam,2,air,ECL 2014 Autumn,20930,12/09/2014,1128.0948131399591,30/12/2014,1037.015217190787
hypergloryteam,3,ran,ECL 2014 Autumn,20930,12/09/2014,1128.0948131399591,30/12/2014,1037.015217190787
hypergloryteam,4,prettyhaw,ECL 2014 Autumn,20930,12/09/2014,1128.0948131399591,30/12/2014,1037.015217190787
hypergloryteam,5,kaka,ECL 2014 Autumn,20930,12/09/2014,1128.0948131399591,30/12/2014,1037.015217190787
speedgamingcn,1,一方通行,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
speedgamingcn,2,chaoyue,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
speedgamingcn,3,lwy,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
speedgamingcn,4,piao,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
speedgamingcn,5,melodylovers,ECL 2014 Autumn,20930,12/09/2014,,30/12/2014,
